baseline,estimate,upper,lower,NL,Model,dropped
25,-0.20010492026055335,-0.06272001226314938,-0.3374898282579573,9,TNL9,SVK
30,-0.254414652060969,-0.08619062389233997,-0.42263868022959805,9,TNL9,SVK
0,-0.10273916224993494,-0.006964558220131423,-0.19851376627973846,10,TNL10,SVK
25,-0.32703563289154003,-0.174468277259157,-0.479602988523923,10,TNL10,SVK
30,-0.371894927019861,-0.18864460632792546,-0.5551452477117965,10,TNL10,SVK
0,-0.004512586509218238,0.05652441198630088,-0.06554958500473736,8,TNL8,SVN
25,-0.2912267480909341,-0.1691560372685579,-0.41329745891331027,8,TNL8,SVN
30,-0.34856958040727726,-0.1973752274757442,-0.4997639333388103,8,TNL8,SVN
0,0.07316762782775235,0.14611242677227473,2.2282888322996963e-4,9,TNL9,SVN
25,-0.20131355973973925,-0.06403138921029033,-0.33859573026918816,9,TNL9,SVN
30,-0.2562097972532375,-0.08812339975252761,-0.4242961947539474,9,TNL9,SVN
0,-0.10067230390471477,-0.005036271483421492,-0.19630833632600803,10,TNL10,SVN
25,-0.32911540151519375,-0.17661647001639452,-0.481614333013993,10,TNL10,SVN
30,-0.37480402103728955,-0.19165668102999867,-0.5579513610445804,10,TNL10,SVN
0,0.021606739265002967,0.08571769331415127,-0.042504214784145344,8,TNL8,SWE
25,-0.2986093963465902,-0.17564733383176345,-0.4215714588614169,8,TNL8,SWE
30,-0.36265262346890875,-0.21052928448564442,-0.514775962452173,8,TNL8,SWE
0,0.10168743037622863,0.17919900980833478,0.024175850944122473,9,TNL9,SWE
25,-0.20555831346689674,-0.06704169880476454,-0.34407492812902896,9,TNL9,SWE
30,-0.2670074622355219,-0.09750494418290606,-0.43650998028813776,9,TNL9,SWE
0,-0.07283522866823718,0.02754074064213058,-0.17321119797860493,10,TNL10,SWE
25,-0.3223870398600665,-0.1687095301483689,-0.47606454957176414,10,TNL10,SWE
30,-0.3722974020984323,-0.18772934556536527,-0.5568654586314994,10,TNL10,SWE
0,-0.01231345311501393,0.04996229993387378,-0.07458920616390163,8,TNL8,THA
25,-0.2374518675817548,-0.11174626544947613,-0.36315746971403345,8,TNL8,THA
30,-0.28247955047510304,-0.12635746436521808,-0.43860163658498796,8,TNL8,THA
0,0.07859141904704546,0.15283288865515282,0.0043499494389381,9,TNL9,THA
25,-0.18406055255412165,-0.04301899621104188,-0.3251021088972014,9,TNL9,THA
30,-0.23659094687435508,-0.06330007990128109,-0.40988181384742906,9,TNL9,THA
0,-0.10862718955709005,-0.011426644849579906,-0.20582773426460022,10,TNL10,THA
25,-0.27682323271639403,-0.11757935709588,-0.4360671083369081,10,TNL10,THA
30,-0.31046244134825485,-0.11827366036624024,-0.5026512223302695,10,TNL10,THA
0,-0.026159284807357134,0.039124930786241144,-0.0914435004009554,8,TNL8,TUR
25,-0.2945605618349398,-0.1578762268877803,-0.43124489678209926,8,TNL8,TUR
30,-0.3482408172404563,-0.18030886296213178,-0.5161727715187808,8,TNL8,TUR
0,0.06272374605067678,0.14073241314629667,-0.015284921044943112,9,TNL9,TUR
25,-0.20974784095647658,-0.05841982510914545,-0.3610758568038077,9,TNL9,TUR
30,-0.26424215835790726,-0.08055180565530837,-0.44793251106050613,9,TNL9,TUR
0,-0.08777331792354677,0.017123181141184524,-0.19266981698827806,10,TNL10,TUR
25,-0.29069210649905913,-0.12021919305643855,-0.4611650199416797,10,TNL10,TUR
30,-0.3312758642141616,-0.12938581132307814,-0.5331659171052451,10,TNL10,TUR
0,-0.011686879039355441,0.04952667542652735,-0.07290043350523823,8,TNL8,TZA
25,-0.28194671999121074,-0.15923190364338596,-0.4046615363390355,8,TNL8,TZA
30,-0.3359986881815818,-0.18396605745845213,-0.48803131890471146,8,TNL8,TZA
0,0.06316491917378458,0.13606075204264498,-0.00973091369507581,9,TNL9,TZA
25,-0.17229146071029727,-0.034571424166425835,-0.3100114972541687,9,TNL9,TZA
30,-0.21938273668711364,-0.050763718907274546,-0.38800175446695273,9,TNL9,TZA
0,-0.11288175849802534,-0.016996019793895825,-0.20876749720215487,10,TNL10,TZA
25,-0.29167667034557354,-0.13872464914827193,-0.44462869154287515,10,TNL10,TZA
30,-0.3274356527150832,-0.14367177214943025,-0.5111995332807361,10,TNL10,TZA
0,8.230572487632568e-4,0.06291400707349319,-0.06126789257596668,8,TNL8,UKR
25,-0.3033123356637495,-0.18099545399276343,-0.4256292173347356,8,TNL8,UKR
30,-0.364139414246252,-0.2126997472340736,-0.5155790812584304,8,TNL8,UKR
0,0.07464686792394831,0.14819953364246033,0.0010942022054362954,9,TNL9,UKR
25,-0.22606976112900343,-0.08937392855223575,-0.3627655937057711,9,TNL9,UKR
30,-0.28621308693959385,-0.11875452333271289,-0.45367165054647485,9,TNL9,UKR
0,-0.06376937539642528,0.03149369921038639,-0.15903245000323696,10,TNL10,UKR
25,-0.31611076278042777,-0.164509408013549,-0.46771211754730657,10,TNL10,UKR
30,-0.36657904025722826,-0.1841119723184308,-0.5490461081960257,10,TNL10,UKR
0,-0.005643476995843281,0.0554078736025274,-0.06669482759421395,8,TNL8,URY
25,-0.290711960291686,-0.16859936820481192,-0.4128245523785601,8,TNL8,URY
30,-0.3477256569508545,-0.1964548147266123,-0.4989964991750967,8,TNL8,URY
0,0.0737028075745985,0.1466347500473762,7.708651018208251e-4,9,TNL9,URY
25,-0.2014285800963724,-0.06381121668579126,-0.33904594350695355,9,TNL9,URY
30,-0.25645485763056663,-0.08792613709119515,-0.42498357816993815,9,TNL9,URY
0,-0.09812052745365493,-0.002631921131934986,-0.19360913377537486,10,TNL10,URY
25,-0.3292604675950721,-0.1762110160155217,-0.4823099191746225,10,TNL10,URY
30,-0.3754884556233555,-0.19161155851251183,-0.5593653527341991,10,TNL10,URY
0,-0.013830640857381225,0.051172597876335074,-0.07883387959109753,8,TNL8,USA
25,-0.2834796827606456,-0.15213579421497425,-0.414823571306317,8,TNL8,USA
30,-0.3374094911412985,-0.1753617668390252,-0.49945721544357174,8,TNL8,USA
0,0.07287530417855645,0.1521051659548382,-0.0063545575977253105,9,TNL9,USA
25,-0.17161991243230162,-0.02339403876212212,-0.31984578610248116,9,TNL9,USA
30,-0.2205189557544732,-0.040030236454127566,-0.4010076750548188,9,TNL9,USA
0,-0.09410368748662247,0.011339906532551305,-0.19954728150579626,10,TNL10,USA
25,-0.306212685127784,-0.1400509813852756,-0.47237438887029237,10,TNL10,USA
30,-0.3486344846560164,-0.15050988758683148,-0.5467590817252013,10,TNL10,USA
0,-0.0010853149125599317,0.058187578036177724,-0.06035820786129759,8,TNL8,UZB
25,-0.11630484641333202,-0.03560684971115849,-0.19700284311550556,8,TNL8,UZB
30,-0.13934875271348646,-0.035721623936903854,-0.24297588149006905,8,TNL8,UZB
0,0.11058041245088387,0.17924518237743864,0.0419156425243291,9,TNL9,UZB
25,-0.006313951196824233,0.08830469654324229,-0.10093259893689076,9,TNL9,UZB
30,-0.029692823926365842,0.09145035172302418,-0.15083599957575586,9,TNL9,UZB
0,-0.00912933206237609,0.07245544792938864,-0.09071411205414083,10,TNL10,UZB
25,-0.10425426406365869,-0.0011465591175591483,-0.20736196900975823,10,TNL10,UZB
30,-0.1232792504639152,0.008310451611758904,-0.2548689525395893,10,TNL10,UZB
0,0.002114637475810529,0.06416770070949926,-0.059938425757878194,8,TNL8,VNM
25,-0.3230893852930045,-0.1936087287274902,-0.45257004185851885,8,TNL8,VNM
30,-0.3881301898467676,-0.22753642330676152,-0.5487239563867737,8,TNL8,VNM
0,0.06982210241049801,0.14320110421424437,-0.003556899393248353,9,TNL9,VNM
25,-0.20373511559118196,-0.05829942977718666,-0.34917080140517726,9,TNL9,VNM
30,-0.25844655919151793,-0.08015156493464506,-0.43674155344839083,9,TNL9,VNM
0,-0.10445184923357072,-0.008146469830643419,-0.20075722863649803,10,TNL10,VNM
25,-0.3359917786938372,-0.1752742740020821,-0.4967092833855923,10,TNL10,VNM
30,-0.3822997645858905,-0.18885288497997105,-0.57574664419181,10,TNL10,VNM
0,-0.0027130586460195616,0.05840358448911441,-0.06382970178115353,8,TNL8,ZAF
25,-0.3111446051516163,-0.18810178004808625,-0.43418743025514633,8,TNL8,ZAF
30,-0.3728309144527356,-0.22046575252119396,-0.5251960763842772,8,TNL8,ZAF
0,0.07533154860348092,0.14841259001691048,0.0022505071900513485,9,TNL9,ZAF
25,-0.21837852558778198,-0.07973075640812854,-0.3570262947674354,9,TNL9,ZAF
30,-0.27712054042603457,-0.10739173338037014,-0.446849347471699,9,TNL9,ZAF
0,-0.09690006616176276,-0.0012400113605676166,-0.1925601209629579,10,TNL10,ZAF
25,-0.3328400220233235,-0.1783201019457279,-0.48735994210091915,10,TNL10,ZAF
30,-0.38002801319563556,-0.19438786976769906,-0.5656681566235721,10,TNL10,ZAF
